recipe_id,line_no,raw_line,qty,unit,name_raw,state,dry_fresh,parse_status
98,2,1/2 cup small onion sambar,1/2,cup,small onion sambar,,,auto
98,3,1 tomato - finely chopped,1,,tomato,finely chopped,,auto
98,4,5 green chillies - sliced,5,,green chillies,sliced,,auto
98,5,1 inch ginger - chopped,1,inch,ginger,chopped,,reviewed
98,6,5 pieces garlic - chopped,5,piece,garlic,chopped,,auto
98,7,2 teaspoon coriander Powder,2,teaspoon,coriander Powder,,,auto
98,8,2 tablespoons red chilli powder,2,tablespoon,red chilli powder,,,auto
98,9,1/2 teaspoon turmeric,1/2,teaspoon,turmeric,,,auto
98,10,1/2 teaspoon garam masala powder,1/2,teaspoon,garam masala powder,,,auto
98,11,2 nuggets curry leaves,2,sprig,Curry leaves,,,reviewed
98,12,1 cup small onion sambar ones,1,cup,Small onion (Sambar),,,reviewed
98,13,1 cup coconut - grated,1,cup,coconut,grated,,auto
98,14,1/2 teaspoon cumin,1/2,teaspoon,cumin,,,auto
98,15,1 teaspoon whole pepper - ground,1,teaspoon,whole pepper,ground,,auto
98,16,coconut oil - to cook,nan,,coconut oil,,,reviewed
98,17,salt - to taste,nan,,salt,,,reviewed
99,1,1 cup Red matta rice - or Basmati Rice,1,cup,Red matta rice,,,reviewed
99,2,1-1/2 cups Fresh coconut - grated,1-1/2,cup,Fresh coconut,grated,Fresh,reviewed
99,3,1/2 teaspoon Salt,1/2,teaspoon,Salt,,,auto
100,1,300 grams Chicken - with bone cut into small pieces,300,gram,Chicken,with bone cut into small pieces,,auto
100,2,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
100,3,1 tablespoon Whole Black Peppercorns,1,tablespoon,Whole Black Peppercorns,,,auto
100,4,1 Carrot (Gajjar) - peeled and cubed,1,,Carrot (Gajjar),peeled and cubed,,auto
100,5,100 grams Green beans (French Beans) - chopped small,100,gram,Green beans (French Beans),chopped,,auto
100,6,1 Potato (Aloo) - skin peeled and cubed,1,,Potato (Aloo),skin peeled and cubed,,auto
100,7,1 Onion - sliced,1,,Onion,sliced,,auto
100,8,1 Green Chilli,1,,Green Chilli,,,auto
100,9,4 cloves Garlic - chopped,4,clove,Garlic,chopped,,auto
100,10,1 inch Ginger - chopped,1,inch,Ginger,chopped,,reviewed
100,11,10 Cashew nuts - boiled in water and ground to a paste,10,,Cashew nuts,boiled in water and ground to a paste,,auto
100,12,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
100,13,1 teaspoon Black pepper powder,1,teaspoon,Black pepper powder,,,auto
100,14,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
100,15,Salt - to taste,nan,,Salt,,,reviewed
100,16,1 Onion - sliced,1,,Onion,sliced,,auto
100,17,2 cloves Garlic - chopped,2,clove,Garlic,chopped,,auto
100,18,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
100,19,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
101,1,250 g potato - cut straight and thick,250,gram,potato,cut straight and thick,,auto
101,2,turmeric powder - a pinch,1,pinch,turmeric powder,,,reviewed
101,3,10 small onions - cut it straight and thin,10,,small onions,cut it straight and thin,,auto
101,4,3 cloves garlic - finely chopped,3,clove,garlic,finely chopped,,auto
101,5,1 teaspoon red chilli flax,1,teaspoon,red chilli flax,,,auto
101,8,Coconut oil - as per use,nan,,Coconut oil,,,reviewed
101,9,2 tablespoons coconut - cut into pieces,2,tablespoon,coconut,cut into pieces,,auto
102,1,1 cup Jackfruit Seeds (Kathal) - cleaned and sliced,1,cup,Jackfruit Seeds (Kathal),cleaned and sliced,,auto
102,2,8 Pearl onions (Sambar Onions) - sliced,8,,Pearl onions (Sambar Onions),sliced,,auto
102,3,4 cloves Garlic - chopped finely,4,clove,Garlic,chopped finely,,auto
102,4,1/2 teaspoon Kashmiri Red Chilli Powder,1/2,teaspoon,Kashmiri Red Chilli Powder,,,auto
102,5,1/4 teaspoon Black pepper powder,1/4,teaspoon,Black pepper powder,,,auto
102,6,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
102,7,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
102,8,Sunflower Oil - as required,nan,,Sunflower Oil,,,reviewed
102,9,Salt - to taste,nan,,Salt,,,reviewed
102,10,Salt - to taste,nan,,Salt,,,reviewed
103,1,300 grams Raw papaya - skin peeled and cut into medium sized pieces,300,gram,Raw papaya,skin peeled and cut into medium sized pieces,,auto
103,2,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
103,3,1 teaspoon White Urad Dal (Split),1,teaspoon,White Urad Dal (Split),,,auto
103,4,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
103,5,1 pinch Asafoetida (hing),1,pinch,Asafoetida (hing),,,auto
103,6,1 Green Chilli - chopped,1,,Green Chilli,chopped,,auto
103,7,2 tablespoon Fresh coconut - grated,2,tablespoon,Fresh coconut,grated,Fresh,auto
103,8,Salt - to taste,nan,,Salt,,,reviewed
103,9,Sunflower Oil,nan,,Sunflower Oil,,,auto
104,1,250 grams Ash gourd - cut straight,250,gram,Ash gourd,cut straight,,auto
104,2,2 drumsticks - cut straight,2,,drumsticks,cut straight,,auto
104,3,2 carrots - cut straight,2,,carrots,cut straight,,auto
104,4,10 green beans - cut straight,10,,green beans,cut straight,,auto
104,5,1 raw banana - peel and chop straight,1,,raw banana,peeled and cut straight,,reviewed
104,6,2 potatoes - peel and chop straight,2,,potatoes,peeled and cut straight,,reviewed
104,7,250 grams Yam - peel and chop,250,gram,Yam,peeled and chopped,,reviewed
104,8,1-1 / 2 cup coconut - grated,1-1/2,cup,coconut,grated,,reviewed
104,9,3 green chillies,3,,green chillies,,,auto
104,10,1 sprig curry leaves,1,sprig,curry leaves,,,auto
104,11,1 teaspoon cumin seeds,1,teaspoon,cumin seeds,,,auto
104,12,1 tablespoon coconut oil,1,tablespoon,coconut oil,,,auto
104,13,salt - as per taste,nan,,salt,,,reviewed
105,1,3/4 cup Whole Wheat Flour,3/4,cup,Whole Wheat Flour,,,auto
105,2,2 tablespoons Basmati rice - boiled,2,tablespoon,Basmati rice,boiled,,auto
105,3,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
105,4,Salt - to taste,nan,,Salt,,,reviewed
105,5,1 tablespoon Sugar,1,tablespoon,Sugar,,,auto
106,1,400 grams Mutton,400,gram,Mutton,,,auto
106,2,1 teaspoon Cumin powder (Jeera),1,teaspoon,Cumin powder (Jeera),,,auto
106,3,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,,,auto
106,4,1 teaspoon Coriander Powder (Dhania),1,teaspoon,Coriander Powder (Dhania),,,auto
106,5,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
106,6,1 teaspoon Salt,1,teaspoon,Salt,,,auto
106,7,2 teaspoon Lemon juice,2,teaspoon,Lemon juice,,,auto
106,8,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
106,9,5 cloves Garlic - finely chopped,5,clove,Garlic,finely chopped,,auto
106,10,1 inch Ginger - thin slices,1,inch,Ginger,thin slices,,reviewed
106,11,10 Curry leaves,10,,Curry leaves,,,auto
106,12,4 tablespoon Black pepper powder,4,tablespoon,Black pepper powder,,,auto
106,13,2 teaspoon Fresh coconut - (1/2 inch size),2,teaspoon,Fresh coconut,1/2 inch size,Fresh,reviewed
106,14,3/4 teaspoon Salt,3/4,teaspoon,Salt,,,auto
106,15,1/4 cup Water,1/4,cup,Water,,,auto
106,16,2 tablespoons Coconut Oil,2,tablespoon,Coconut Oil,,,auto
107,1,1 cup Instant Oats (Oatmeal),1,cup,Instant Oats (Oatmeal),,,auto
107,2,1/8 cup Whole Wheat Flour,1/8,cup,Whole Wheat Flour,,,auto
107,3,1/8 cup Rice flour,1/8,cup,Rice flour,,,auto
107,4,3/4 cup Jaggery - powdered,3/4,cup,Jaggery,powdered,,auto
107,5,1 Ripe Bananas - mashed,1,,Ripe Bananas,mashed,,auto
107,6,1/4 cup Water,1/4,cup,Water,,,auto
107,7,1/4 teaspoon Baking soda,1/4,teaspoon,Baking soda,,,auto
107,8,4 tablespoon Ghee,4,tablespoon,Ghee,,,auto
108,1,500 grams Chicken - cleaned and cut into 1 inch cubes,500,gram,Chicken,cleaned and cut into 1 inch cubes,,auto
108,2,1 teaspoon Garlic - minced,1,teaspoon,Garlic,minced,,auto
108,3,1 teaspoon Ginger - minced,1,teaspoon,Ginger,minced,,auto
108,4,2 teaspoons Kashmiri Red Chilli Powder,2,teaspoon,Kashmiri Red Chilli Powder,,,auto
108,5,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
108,6,2 tablespoon Vinegar,2,tablespoon,Vinegar,,,auto
108,7,1 Green Chilli - slit lengthwise,1,,Green Chilli,slit lengthwise,,auto
108,8,1 tablespoon Meat masala,1,tablespoon,Meat masala,,,auto
108,9,3 tablespoons Fresh coconut - grated,3,tablespoon,Fresh coconut,grated,Fresh,auto
108,10,Salt - to taste,nan,,Salt,,,reviewed
108,11,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
108,12,3 tablespoons Coconut Oil,3,tablespoon,Coconut Oil,,,auto
108,13,100 ml Water,100,milliliter,Water,,,auto
109,1,1 cup Red matta rice,1,cup,Red matta rice,,,auto
109,2,3-1/2 cups Water,3-1/2,cup,Water,,,reviewed
109,3,Salt - (if required),nan,,Salt,,,reviewed
110,1,250 grams Chinese Potato - cut into medium size pieces,250,gram,Chinese Potato,cut into medium size pieces,,auto
110,2,1 pinch Turmeric powder (Haldi),1,pinch,Turmeric powder (Haldi),,,auto
110,3,10 Shallots - or 1 large onion,10,,Shallots,,,reviewed
110,4,3 cloves Garlic - finely chopped,3,clove,Garlic,finely chopped,,auto
110,5,1 teaspoon Red Chilli flakes - adjust as per spice tolerance,1,teaspoon,Red Chilli flakes,,,reviewed
110,6,Salt - as per taste,nan,,Salt,,,reviewed
110,7,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
110,8,Coconut Oil - enough to shallow fry,nan,,Coconut Oil,,,reviewed
110,9,2 tablespoons Fresh coconut - pieces,2,tablespoon,Fresh coconut,pieces,Fresh,reviewed
111,1,1 cup Rice puttu - or wheat puttu,1,cup,Rice puttu,,,reviewed
111,2,1 Whole Egg,1,,Whole Egg,,,auto
111,3,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
111,4,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
111,5,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
111,6,1 pinch Turmeric powder (Haldi),1,pinch,Turmeric powder (Haldi),,,auto
111,7,2 Green Chilli - slit/cut,2,,Green Chilli,cut,,auto
111,8,1/4 teaspoon Black Urad Dal (Split),1/4,teaspoon,Black Urad Dal (Split),,,auto
111,9,2 teaspoon Sunflower Oil,2,teaspoon,Sunflower Oil,,,auto
111,10,Salt - to taste,nan,,Salt,,,reviewed
112,1,250 grams Horse Gram Dal (Kollu/ Kulith) - Sprouted,250,gram,Horse Gram Dal (Kollu/ Kulith),Sprouted,,reviewed
112,2,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
112,3,1 Green Chilli,1,,Green Chilli,,,auto
112,4,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
112,5,1/2 inch Ginger,1/2,inch,Ginger,,,reviewed
112,6,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
112,7,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
112,8,1/2 teaspoon Red Chilli powder,1/2,teaspoon,Red Chilli powder,,,auto
112,9,Salt - to taste,nan,,Salt,,,reviewed
112,10,1 Tomato - chopped - optional,1,,Tomato,chopped,,auto
113,1,2 Raw banana peel,2,,Raw banana peel,,,auto
113,2,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
113,3,2 cups Water,2,cup,Water,,,auto
113,4,Salt,nan,,Salt,,,auto
113,5,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
113,6,3 Garlic - cloves,3,clove,Garlic,,,reviewed
113,7,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
113,8,4 Green Chillies,4,,Green Chillies,,,auto
113,9,6 Shallots,6,,Shallots,,,auto
113,10,Salt,nan,,Salt,,,auto
113,11,1 tablespoon Sunflower Oil,1,tablespoon,Sunflower Oil,,,auto
113,12,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
113,13,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
113,14,8 Curry leaves,8,,Curry leaves,,,auto
114,1,1/2 cup Red matta rice,1/2,cup,Red matta rice,,,auto
114,2,1 cup Cashew nuts - unsalted,1,cup,Cashew nuts,unsalted,,reviewed
114,3,1 cup Jaggery - powdered or brown sugar,1,cup,Jaggery,powdered,,reviewed
114,4,1 cup Dry coconut (kopra),1,cup,Dry coconut (kopra),,Dry,auto
115,1,1 Onion - chopped,1,,Onion,chopped,,auto
115,2,4 cloves Garlic - chopped,4,clove,Garlic,chopped,,auto
115,3,2 tablespoon Coriander (Dhania) Seeds,2,tablespoon,Coriander (Dhania) Seeds,,,auto
115,4,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
115,5,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
115,6,4 Dry Red Chillies,4,,Dry Red Chillies,,Dry,auto
115,7,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
115,8,300 grams Prawns - shells removed and deveined,300,gram,Prawns,shells removed and deveined,,auto
115,9,1 Drumstick - cut into 3 inch pieces,1,,Drumstick,cut into 3 inch pieces,,auto
115,10,1 Green Chilli - slit,1,,Green Chilli,slit,,auto
115,11,1 Onion - sliced,1,,Onion,sliced,,auto
115,12,1/2 teaspoon Red Chilli powder,1/2,teaspoon,Red Chilli powder,,,auto
115,13,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
115,14,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
115,15,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
115,16,Salt - to taste,nan,,Salt,,,reviewed
116,1,2 Mango (Ripe) - cut into medium sized cubes,2,,Mango (Ripe),cut into medium sized cubes,,auto
116,2,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
116,3,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
116,4,Salt - to taste,nan,,Salt,,,reviewed
116,5,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
116,6,1 cup Curd (Dahi / Yogurt) - thick and sour,1,cup,Curd (Dahi / Yogurt),thick and sour,,reviewed
116,7,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
116,8,3 Green Chillies,3,,Green Chillies,,,auto
116,9,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
116,10,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
116,11,1/4 teaspoon White Urad Dal (Split),1/4,teaspoon,White Urad Dal (Split),,,auto
116,12,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
116,13,1/2 teaspoon Methi Powder (Fenugreek Powder),1/2,teaspoon,Methi Powder (Fenugreek Powder),,,auto
116,14,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
116,15,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
117,1,500 grams Mutton,500,gram,Mutton,,,auto
117,2,1/2 cup Shallots,1/2,cup,Shallots,,,auto
117,3,1/3 cup Tomatoes,1/3,cup,Tomatoes,,,auto
117,4,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
117,5,1 Green Chilli,1,,Green Chilli,,,auto
117,6,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
117,7,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
117,8,1 tablespoon Red Chilli powder,1,tablespoon,Red Chilli powder,,,auto
117,9,Fresh coconut - few sliced pieces,nan,,Fresh coconut,few sliced pieces,Fresh,auto
117,10,Salt - to taste,nan,,Salt,,,reviewed
117,11,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
117,12,1 tablespoon Coriander (Dhania) Seeds,1,tablespoon,Coriander (Dhania) Seeds,,,auto
117,13,8 Dry Red Chillies,8,,Dry Red Chillies,,Dry,auto
117,14,8 cloves Garlic,8,clove,Garlic,,,auto
117,15,2 inch Ginger,2,inch,Ginger,,,reviewed
117,16,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
117,17,1 teaspoon Fennel seeds (Saunf),1,teaspoon,Fennel seeds (Saunf),,,auto
117,18,1-1/2 teaspoon Whole Black Peppercorns,1-1/2,teaspoon,Whole Black Peppercorns,,,reviewed
117,19,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
117,20,3 Cloves (Laung),3,clove,Cloves (Laung),cloves,,reviewed
117,21,2 Cardamom Powder (Elaichi),2,,Cardamom Powder (Elaichi),,,auto
117,22,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
117,23,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
117,24,1/2 cup Shallots,1/2,cup,Shallots,,,auto
117,25,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
118,1,250 grams Elephant yam (Suran/Senai/Ratalu) - peeled and chopped,250,gram,Elephant yam (Suran/Senai/Ratalu),peeled and chopped,,auto
118,2,2 Raw Banana - peeled and chopped,2,,Raw Banana,peeled and chopped,,auto
118,3,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
118,4,1/4 teaspoon Kashmiri Red Chilli Powder,1/4,teaspoon,Kashmiri Red Chilli Powder,,,auto
118,5,4-5 Black pepper powder,4.5,teaspoon,Black pepper powder,fixed from original recipe,,reviewed
118,6,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
118,7,Salt - to taste,nan,,Salt,,,reviewed
118,8,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
118,9,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
118,10,1/2 cup Water,1/2,cup,Water,,,auto
118,11,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
118,12,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
118,13,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
118,14,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
118,15,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
118,16,1/4 teaspoon Red Chilli powder,1/4,teaspoon,Red Chilli powder,,,auto
118,17,2 Dry Red Chillies - cut into small pieces,2,,Dry Red Chillies,cut into small pieces,Dry,auto
118,18,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
119,1,500 grams Sardine fish,500,gram,Sardine fish,,,auto
119,2,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
119,3,10 Shallots,10,,Shallots,,,auto
119,4,3 Green Chillies,3,,Green Chillies,,,auto
119,5,1/4 tablespoon Dry Red Chilli - crushed,1/4,tablespoon,Dry Red Chilli,crushed,Dry,auto
119,6,2 inch Ginger,2,inch,Ginger,,,reviewed
119,7,3 clove Garlic,3,clove,Garlic,,,auto
119,8,1/4 teaspoon Methi Powder (Fenugreek Powder),1/4,teaspoon,Methi Powder (Fenugreek Powder),,,auto
119,9,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
119,10,1 teaspoon Coconut Oil - adjustable,1,teaspoon,Coconut Oil,,,reviewed
119,11,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
119,12,1 Kokum (Malabar Tamarind) - soaked,1,,Kokum (Malabar Tamarind),soaked,,auto
119,13,2 Kokum (Malabar Tamarind) - for the curry,2,,Kokum (Malabar Tamarind),,,reviewed
119,14,Salt - to taste,nan,,Salt,,,reviewed
120,1,2 cups Elephant yam (Suran/Senai/Ratalu) - scraped well and cubed to bite size,2,cup,Elephant yam (Suran/Senai/Ratalu),scraped well and cubed to bite size,,auto
120,2,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
120,3,Salt - to taste,nan,,Salt,,,reviewed
120,4,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
120,5,3 Green Chillies - (adjust),3,,Green Chillies,,,reviewed
120,6,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
120,7,1/2 teaspoon Whole Black Peppercorns,1/2,teaspoon,Whole Black Peppercorns,,,auto
120,8,1 teaspoons Coconut Oil,1,teaspoon,Coconut Oil,,,auto
120,9,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
120,10,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
121,1,300 grams Green Chawli Beans (Yard long beans/Karamani/Barbati) - chopped,300,gram,Green Chawli Beans (Yard long beans/Karamani/Barbati),chopped,,auto
121,2,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
121,3,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
121,4,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
121,5,8 Curry leaves,8,,Curry leaves,,,auto
121,6,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
121,7,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
121,8,2 Green Chillies,2,,Green Chillies,,,auto
121,9,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
121,10,Salt - to taste,nan,,Salt,,,reviewed
122,1,5 Tomatoes - finely chopped,5,,Tomatoes,finely chopped,,auto
122,2,2 Green Chillies - chopped,2,,Green Chillies,chopped,,auto
122,3,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
122,4,1/2 teaspoon Red Chilli powder,1/2,teaspoon,Red Chilli powder,,,auto
122,5,Salt - to taste,nan,,Salt,,,reviewed
122,6,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
122,7,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
122,8,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
122,9,1/4 cup Fresh coconut - chopped,1/4,cup,Fresh coconut,chopped,Fresh,auto
122,10,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
122,11,5 Pearl onions (Sambar Onions) - halved,5,,Pearl onions (Sambar Onions),halved,,auto
123,1,1 Potato (Aloo) - peeled and cut lengthwise,1,,Potato (Aloo),peeled and cut lengthwise,,auto
123,2,1 Carrot (Gajjar) - peeled and cut lengthwise,1,,Carrot (Gajjar),peeled and cut lengthwise,,auto
123,3,15 Green beans (French Beans) - cut lengthwise,15,,Green beans (French Beans),cut lengthwise,,auto
123,4,1/4 cup Green peas (Matar),1/4,cup,Green peas (Matar),,,auto
123,5,1 Onions - red,1,,Onions,red,,reviewed
123,6,1 Garlic - grated,1,,Garlic,grated,,auto
123,7,1/2 inch Ginger - peeled and grated (optional),1/2,inch,Ginger,peeled and grated,,reviewed
123,8,1/2 cup Coconut milk - thin,1/2,cup,Coconut milk,thin,,reviewed
123,9,3/4 cup Coconut milk - thick,3/4,cup,Coconut milk,thick,,reviewed
123,10,Salt - to taste,nan,,Salt,,,reviewed
123,11,1/2 inch Cinnamon Stick (Dalchini),1/2,inch,Cinnamon Stick (Dalchini),,,reviewed
123,12,1 Bay leaf (tej patta),1,sprig,Bay leaf (tej patta),,,reviewed
123,13,10 to 12 Whole Black Peppercorns,11,,Whole Black Peppercorns,,,reviewed
123,14,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,pods/seeds,,reviewed
123,15,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
123,16,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
124,1,4 Whole Eggs,4,,Whole Eggs,,,auto
124,2,1-1/2 tablespoons Sunflower Oil,1-1/2,tablespoon,Sunflower Oil,,,reviewed
124,3,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
124,4,Curry leaves - few sprigs,nan,sprig,Curry leaves,,,reviewed
124,5,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
124,6,1/2 inch Ginger - grated,1/2,inch,Ginger,grated,,reviewed
124,7,3 cloves Garlic,3,clove,Garlic,,,auto
124,8,1 Tomato - finely chopped,1,,Tomato,finely chopped,,auto
124,9,6 Dry Red Chillies,6,,Dry Red Chillies,,Dry,auto
124,10,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
124,11,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,pods/seeds,,reviewed
124,12,3 Cloves (Laung),3,clove,Cloves (Laung),cloves,,reviewed
124,13,2 tablespoons Coriander (Dhania) Seeds,2,tablespoon,Coriander (Dhania) Seeds,,,auto
124,14,1/2 teaspoon Whole Black Peppercorns,1/2,teaspoon,Whole Black Peppercorns,,,auto
124,15,7 Shallots,7,,Shallots,,,auto
124,16,1/4 cup Fresh coconut,1/4,cup,Fresh coconut,,Fresh,auto
124,17,1/2 teaspoon Fennel seeds (Saunf),1/2,teaspoon,Fennel seeds (Saunf),,,auto
125,1,1 cup cabbage - wash and chop finely,1,cup,cabbage,washed and finely chopped,,reviewed
125,2,1 sprig curry leaves,1,sprig,curry leaves,,,auto
125,3,1/4 teaspoon mustard,1/4,teaspoon,mustard,,,auto
125,4,1 red chili,1,,red chili,,,auto
125,5,1 teaspoon white urad dal (split),1,teaspoon,white urad dal (split),,,auto
125,6,1/4 teaspoon turmeric powder,1/4,teaspoon,turmeric powder,,,auto
125,7,salt - as per taste,nan,,salt,,,reviewed
125,8,Oil - 5 tablespoons coconut - as per use,5,tablespoon,Coconut Oil,,,reviewed
125,10,6 small onions - cut it from the middle,6,,small onions,cut it from the middle,,auto
125,11,3 cloves garlic - chop,3,clove,garlic,"cloves, chopped",,reviewed
125,12,2 green chillies - chop,2,,green chillies,chopped,,reviewed
125,13,3 sprig curry leaves,3,sprig,curry leaves,,,auto
125,14,Green Chillies - halved,nan,,Green Chillies,halved,,auto
125,15,3 sprig curry leaves,3,sprig,curry leaves,,,auto
126,1,250 grams Squid - (Cleaned and cut into rings),250,gram,Squid,(Cleaned and cut into rings),,auto
126,2,10 Shallots,10,,Shallots,,,auto
126,3,2 Tomatoes,2,,Tomatoes,,,auto
126,4,1/2 inch Ginger - grated,1/2,inch,Ginger,grated,,reviewed
126,5,4 cloves Garlic - minced,4,clove,Garlic,minced,,auto
126,6,3 sprig Curry leaves,3,sprig,Curry leaves,,,auto
126,7,1 teaspoon Coriander Powder (Dhania),1,teaspoon,Coriander Powder (Dhania),,,auto
