recipe_id,line_no,raw_line,regex_name,ip_patched_name,regex_qty,ip_qty,regex_unit,ip_unit,flag_name_disagree,flag_qty_disagree,flag_unit_disagree,corrected_name,corrected_qty,corrected_unit
60,6,2 teaspoons Mustard seeds - ground coarsely using a mortar pestle/ spice grinder,Mustard seeds,Mustard seeds spice grinder,2,2,teaspoons,teaspoon,TRUE,FALSE,FALSE,Mustard Seeds,2    ,teaspoons
62,2,6 Fresh coconut - chunks,Fresh coconut,Fresh coconut - chunks,6,6,,,TRUE,FALSE,FALSE,Fresh Coconut,6    ,
62,4,1 inch Cinnamon Stick (Dalchini),Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),1,,inch,,TRUE,TRUE,TRUE,Cinnamon Stick (Dalchini),1    ,inch
62,5,1 Bay leaf (tej patta),Bay leaf (tej patta),Bay leaves (tej patta),1,1,,,TRUE,FALSE,FALSE,Bay leaf (tej patta),1    ,
62,6,2 inch Ginger,Ginger,Ginger,2,,inch,,FALSE,TRUE,TRUE,Ginger,2    ,inch
63,7,4 Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,4,4,,Pods,FALSE,FALSE,TRUE,Cardamom (Elaichi) Pods/Seeds,4    ,
64,4,1 tablespoon Fennel seeds (Saunf) - pound,Fennel seeds (Saunf),Fennel seeds (Saunf),1,1,tablespoon,pound * tablespoon,FALSE,FALSE,TRUE,Fennel seeds (Saunf),1    ,tablespoon
65,4,1 Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,1,1,,Pod,FALSE,FALSE,TRUE,Cardamom (Elaichi) Pods/Seeds,1    ,
66,4,1 teaspoon Active dry yeast -  + 1/2 cup of luke warm water,Active dry yeast,Active dry yeast; luke warm water,1,1,teaspoon,teaspoon,TRUE,FALSE,FALSE,Active dry yeast ,1    ,teaspoon
67,12,2-1/2 tablespoons Water,Water,Water,2/1/2002,2-Jan,tablespoons,tablespoon,FALSE,TRUE,FALSE,Water,2 1/2,tablespoons
67,13,1-1/2 teaspoons Coconut Oil,Coconut Oil,Coconut Oil,1/1/2002,2-Jan,teaspoons,teaspoon,FALSE,TRUE,FALSE,Coconut Oil,1 1/2,teaspoons
69,1,500 grams Mutton - with bone (adds flavour),Mutton,Mutton (adds flavour),500,500,grams,gram,TRUE,FALSE,FALSE,Mutton ,500    ,grams
69,8,2 inch Ginger - finely chopped,Ginger,Ginger,2,,inch,,FALSE,TRUE,TRUE,Ginger,2    ,inch
70,5,1 inch Ginger - chopped,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
74,6,1 inch Ginger,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
75,7,1/2 teaspoon Fennel - or cumin,Fennel,Fennel; cumin,2-Jan,2-Jan,teaspoon,teaspoon,TRUE,FALSE,FALSE,Fennel seeds (Saunf), 1/2,teaspoon
76,3,1 tablespoon Red Chilli powder - (adjust),Red Chilli powder,Red Chilli powder - (adjust),1,1,tablespoon,tablespoon,TRUE,FALSE,FALSE,red chili powder,1    ,tablespoon
76,9,Curry leaves - a few sprigs,Curry leaves,Curry leaves,,few,,sprigs,FALSE,TRUE,TRUE,Curry Leaves,,sprigs
79,1,1-1/2 Green peas (Matar),Green peas (Matar),Green peas (Matar),1/1/2002,2-Jan,,,FALSE,TRUE,FALSE,Green Peas (Matar),1 1/2,
80,4,1 inch Ginger - minced,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
80,10,2 Cloves (Laung),(Laung),Cloves,2,2,Cloves,,TRUE,FALSE,TRUE,Cloves (Laung),2    ,
80,11,1 inch Cinnamon Stick (Dalchini),Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),1,,inch,,TRUE,TRUE,TRUE,Cinnamon Stick (Dalchini),1    ,inch
81,8,1 inch Ginger - grated,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
81,9,6 to 7 cloves Garlic - finely chopped,Garlic,Garlic,6to7,6,cloves,clove,FALSE,TRUE,FALSE,Garlic,6-7,cloves
81,14,1 inch Cinnamon Stick (Dalchini),Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),1,,inch,,TRUE,TRUE,TRUE,Cinnamon Stick (Dalchini),1    ,inch
82,5,1 inch Ginger - chopped,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
83,5,1-1/2 teaspoons Mustard seeds,Mustard seeds,Mustard seeds,1/1/2002,2-Jan,teaspoons,teaspoon,FALSE,TRUE,FALSE,Mustard Seeds,1 1/2,teaspoons
85,4,5 Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,5,5,,Pods,FALSE,FALSE,TRUE,Cardamom (Elaichi) Pods/Seeds,5    ,
86,10,1-1/2 cups Fresh coconut - grated,Fresh coconut,Fresh coconut,1/1/2002,2-Jan,cups,cup,FALSE,TRUE,FALSE,Fresh Coconut,1 1/2,cups
87,9,1/2 cup Fresh coconut - pieces,Fresh coconut,Fresh coconut,2-Jan,1,cup,piece,FALSE,TRUE,TRUE,Fresh Coconut, 1/2,cup
88,5,1-1/2 cups Coconut milk - (2nd & 3rd extract),Coconut milk,Coconut milk,1/1/2002,2-Jan,cups,cup,FALSE,TRUE,FALSE,Coconut Milk,1 1/2,cups
88,8,2 teaspoons Fresh coconut - slices,Fresh coconut,Fresh coconut,2,1,teaspoons,slice,FALSE,TRUE,TRUE,Fresh Coconut,2    ,teaspoons
89,1,300 grams Banana Stem - peeled and cut into dices,Banana Stem,Banana Stems,300,300,grams,gram,TRUE,FALSE,FALSE,Banana Stem,300    ,grams
90,6,2 Cardamom (Elaichi) Pods/Seeds - powdered,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,2,2,,Pods,FALSE,FALSE,TRUE,Cardamom (Elaichi) Pods/Seeds (powdered),2    ,
91,7,1 inch Ginger - grated,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
92,4,1 inch Ginger - chopped,Ginger,Ginger,1,,inch,,FALSE,TRUE,TRUE,Ginger,1    ,inch
93,1,1 cup Cauliflower (gobi) - florets,Cauliflower (gobi),Cauliflower (gobi); florets,1,1,cup,cup,TRUE,FALSE,FALSE,Cauliflower (gobi),1    ,cup
93,3,2 to 3 tablespoons Green peas (Matar) - fresh or frozen,Green peas (Matar),Green peas (Matar),2to3,2,tablespoons,tablespoon,FALSE,TRUE,FALSE,Green Peas (Matar),2-3,
93,12,1 inch Cinnamon Stick (Dalchini),Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),1,,inch,,TRUE,TRUE,TRUE,Cinnamon Stick (Dalchini),1    ,inch
93,17,4 to 5 Cashew nuts - broken,Cashew nuts,Cashew nuts,4to5,4,,,FALSE,TRUE,FALSE,Cashew Nuts,4-5,
95,2,1 Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Pods/Seeds,1,1,,Pod,FALSE,FALSE,TRUE,Cardamom (Elaichi) Pods/Seeds,1    ,
95,4,5 Cloves (Laung),(Laung),Cloves,5,5,Cloves,,TRUE,FALSE,TRUE,Cloves (Laung),5    ,
95,5,1 inch Cinnamon Stick (Dalchini),Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),1,,inch,,TRUE,TRUE,TRUE,Cinnamon Stick (Dalchini),1    ,inch
