recipe_id,line_no,raw_line,review_flags,regex_name,ip_patched_name,regex_qty,ip_qty,regex_unit,ip_unit,modifier_text,ip_state,ip_comment,ip_purpose,verdict,corrected_name,corrected_qty,corrected_unit,corrected_state
137,13,Coconut Oil - for cooking,state,Coconut Oil,Coconut Oil,,,,,for cooking,,,for cooking,ok,,,,
137,14,Salt - to taste,state,Salt,Salt,,,,,to taste,,to taste,,ok,,,,to taste
139,12,Salt - to taste,state,Salt,Salt,,,,,to taste,,to taste,,ok,,,,to taste
140,1,2 cups Drumstick Leaves (Moringa/Murungai Keerai) - or Murrungai Keerai,name;state,Drumstick Leaves (Moringa/Murungai Keerai),Drumstick Leaves Murungai Keerai; Murrungai Keerai,2,2,cups,cup,or Murrungai Keerai,,Moringa,,ok,,,,Moringa
140,3,1 inch Ginger - chopped,qty;unit,Ginger,Ginger,1,,inch,,chopped,chopped,,,ok,,,,
140,6,Salt - to taste,state,Salt,Salt,,,,,to taste,,to taste,,ok,,,,to taste
140,7,Coconut Oil - for cooking,state,Coconut Oil,Coconut Oil,,,,,for cooking,,,for cooking,ok,,,,
141,5,1 teaspoon Ginger - paste,name;state,Ginger,Ginger - paste,1,1,teaspoon,teaspoon,paste,,,,ok,,,,
141,13,Salt - to taste,state,Salt,Salt,,,,,to taste,,to taste,,ok,,,,to taste
142,8,Salt - to taste,state,Salt,Salt,,,,,to taste,,to taste,,ok,,,,to taste
143,2,2-1/2 cups Water,qty,Water,Water,2-1/2,1/2,cups,cup,,,,,ok,,,,
143,3,8 Garlic - cloves,unit;state,Garlic,Garlic,8,8,,cloves,cloves,,,,ok,,,,
143,6,1-1/2 teaspoon Red Chilli powder,qty,Red Chilli powder,Red Chilli powder,1-1/2,1/2,teaspoon,teaspoon,,,,,ok,,,,
144,11,Salt - as required,state,Salt,Salt,,,,,as required,,as required,,ok,,,,as required
145,1,1.5 cups Red Black Eyed Beans (Azuki),qty,Red Black Eyed Beans (Azuki),Red Black Eyed Beans (Azuki),1.5,3/2,cups,cup,,,,,,,,,
145,6,Coriander (Dhania) Leaves - few sprigs,qty;unit;state,Coriander (Dhania) Leaves,Coriander (Dhania) Leaves,,few,,sprigs,few sprigs,,Leaves,,ok,,,,Leaves
145,8,Salt - to taste,state,Salt,Salt,,,,,to taste,,to taste,,ok,,,,to taste
